Date,Title,Description,Source,Domain,Keyword Matches,URL
2025-09-11 22:17,LNG carbon bomb tops Carney’s list of major projects,"Triggering immense backlash from climate groups and Indigenous leaders, Prime Minister Mark Carney revealed his long awaited first batch of nation-building projects that includes doubling capacity at LNG Canada's site in Kitimat, BC.",National Observer,www.nationalobserver.com,1,https://www.nationalobserver.com/2025/09/11/news/lng-carbon-bomb-tops-carneys-list-major-projects
2025-09-11 21:39,Alberta premier praises first batch of national-interest projects,"CALGARY — Energy industry players and Alberta’s premier says they see promising signs in the first batch of projects announced under Ottawa’s new fast-tracked approval process, but environmentalists warn the inclusion of liquefied natural gas locks Canada int…",Financial Post,financialpost.com,1,https://financialpost.com/pmn/alberta-premier-praises-first-batch-of-national-interest-projects
2025-09-11 21:02,Baker Hughes secures order for NextDecade's Rio Grande LNG facility expansion,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",Thefly.com,thefly.com,1,https://thefly.com/permalinks/entry.php/id4197090/BKR;NEXT-Baker-Hughes-secures-order-for-NextDecades-Rio-Grande-LNG-facility-expansion
2025-09-11 21:00,Baker Hughes Secures Order for Rio Grande LNG Expansion,"HOUSTON and LONDON, Sept. 11, 2025 (GLOBE NEWSWIRE) -- Baker Hughes (NASDAQ: BKR), an energy technology company, announced Thursday an award from engineering company Bechtel Energy Inc. (Bechtel) to supply main liquefaction equipment for Train 4 of NextDecade…",GlobeNewswire,www.globenewswire.com,1,https://www.globenewswire.com/news-release/2025/09/11/3148922/0/en/Baker-Hughes-Secures-Order-for-Rio-Grande-LNG-Expansion.html
2025-09-11 19:20,Nat-Gas Prices Tumble as US Gas Inventories Build,,Biztoc.com,biztoc.com,1,https://biztoc.com/x/f307e99af06a8b0c
2025-09-11 18:33,US consumer inflation accelerates; weekly jobless claims approach four-year high - Reuters,US consumer inflation accelerates; weekly jobless claims approach four-year highReuters CPI Shows Pace of US Inflation Likely to Keep Fed Cautious on Rate CutsThe New York Times Inflation climbs in August as grocery and gas prices jumpNPR Double whammy for Am…,Slashdot.org,slashdot.org,1,https://slashdot.org/firehose.pl?op=view&amp;id=179167844
2025-09-11 18:30,"EU Fixes 2028 Deadline for Russian Energy Exit, Rejecting Trump’s Demands","The European Union announced on Thursday that it will lock in its deadline to phase out Russian oil and gas imports by January 1, 2028, holding firm even as Washington demands an accelerated timetable. According to Reuters, EU Energy Commissioner Dan Jorgense…",OilPrice.com,oilprice.com,1,https://oilprice.com/Latest-Energy-News/World-News/EU-Fixes-2028-Deadline-for-Russian-Energy-Exit-Rejecting-Trumps-Demands.html
2025-09-11 18:25,Florida gas prices rose from last week: See how much here,Here's a look at how weekly regional gas prices changed in Florida last week compared with the week prior.,Gainesville Sun,www.gainesville.com,1,https://www.gainesville.com/story/news/local/2025/09/11/weekly-gas-prices/86084967007/
2025-09-11 17:19,EQT Corporation Secures 20-Year LNG Export Agreement with Commonwealth LNG,"EQT Corporation (NYSE:EQT) is one of the best inexpensive stocks to buy according to hedge funds. On September 8, EQT Corporation announced a 20-year Sale and Purchase Agreement/SPA with Commonwealth LNG. Under this agreement, EQT has secured 1 million tonnes…",Biztoc.com,biztoc.com,1,https://biztoc.com/x/483fbdb50897197d
2025-09-11 16:20,US LNG Exporters Race to Tie Up Financing as Surplus Looms,"US developers are racing to cash in on the nation’s natural-gas export boom while they still can. The massive US buildout of terminals that process and ship liquefied natural gas, or LNG, has transformed the nation into the world’s top …",Insurance Journal,www.insurancejournal.com,2,https://www.insurancejournal.com/news/southcentral/2025/09/11/838871.htm
